class,family,genus,species,subSpecies,scientificName,CW,WI,CS,CE,AW,AN,CC,HL,EP,GW,GE,Ic,FN,SF,KP,UN,YG,Tm,Ao,Kh,YK,A,B,C,D,E,N,arcticOccurence,arcticEndemicSpeciesAE,borderline,introduced,naturalized,nonNativeStableCasual,stableCasual,nativeCasual,paf,genusCount,familyCount
Angiospermae,Rubiaceae,Galium,boreale,"",Galium boreale ,f,-,f,f,f,r,r,r,-,r,-,b,s,-,f,s,s,r,r,r,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,triflorum,"",Galium triflorum ,-,-,-,-,-,?,-,r,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,uliginosum,"",Galium uliginosum ,-,-,-,-,-,-,-,-,-,*,-,s,r,-,f,s,s,r,-,r,-,-,-,-,-,F,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,palustre,"",Galium palustre ,-,-,-,-,-,-,-,r,-,-,-,-,r,-,r,r,r,r,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,trifidum,trifidum,Galium trifidum trifidum,X,-,X,?,s,r,r,s,-,s,r,s,s,-,r,X,X,X,-,-,?,-,-,-,R,R,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,trifidum,columbianum,Galium trifidum columbianum,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,labradoricum,"",Galium labradoricum ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,verum,"",Galium verum ,f,-,*,?,-,-,-,-,-,-,-,f,*,-,r,s,r,r,r,s,-,-,-,-,?,S,F,1,"","","",1,"","","","","",""
Angiospermae,Rubiaceae,Galium,mollugo,erectum,Galium mollugo erectum,-,-,-,-,-,-,-,-,-,**,-,*,*,-,*,-,-,-,-,-,-,-,-,-,-,*,*,1,"","","","",1,"","","","",""
Angiospermae,Rubiaceae,Galium,normanii,"",Galium normanii ,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Rubiaceae,Galium,spurium,vaillantii,Galium spurium vaillantii,-,-,-,*,-,-,-,-,-,-,-,-,*,-,-,-,-,*,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","","",""
Angiospermae,Rubiaceae,Galium,aparine,"",Galium aparine ,-,-,-,-,-,-,-,-,-,**,-,b,r,-,r,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","",1,"","",""
Angiospermae,Gentianaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22
Angiospermae,Gentianaceae,Gentiana,"","",Gentiana  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7601,"",""
Angiospermae,Gentianaceae,Gentiana,algida,"",Gentiana algida ,f,-,s,f,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,r,-,-,-,R,F,F,1,"","","","","","","","",5,""
Angiospermae,Gentianaceae,Gentiana,glauca,"",Gentiana glauca ,f,-,s,f,f,s,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentiana,nivalis,"",Gentiana nivalis ,-,-,-,-,-,-,-,r,-,s,s,f,s,-,-,-,-,-,-,-,-,-,-,-,F,F,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentiana,verna,"",Gentiana verna ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,r,-,-,-,-,-,-,-,-,R,F,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentiana,prostrata,"",Gentiana prostrata ,-,-,r,s,s,s,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,"","",Gentianella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7602,"",""
Angiospermae,Gentianaceae,Gentianella,campestris,"",Gentianella campestris ,-,-,-,-,-,-,-,-,-,-,-,f,r,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",8,""
Angiospermae,Gentianaceae,Gentianella,amarella,amarella,Gentianella amarella amarella,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,r,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,amarella,septentrionalis,Gentianella amarella septentrionalis,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,amarella,acuta,Gentianella amarella acuta,?,-,-,-,-,-,-,r,-,r,r,-,-,-,-,-,-,r,?,-,?,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,propinqua,propinqua,Gentianella propinqua propinqua,-,-,-,s,s,s,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,propinqua,arctophila,Gentianella propinqua arctophila,-,r,-,-,r,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,R,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,auriculata,"",Gentianella auriculata ,-,-,s,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianella,aurea,"",Gentianella aurea ,-,-,-,-,-,-,-,-,-,s,r,f,f,-,r,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Comastoma,"","",Comastoma  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7603,"",""
Angiospermae,Gentianaceae,Comastoma,tenellum,"",Comastoma tenellum ,f,s,s,f,s,s,r,r,-,r,s,f,r,r,f,s,s,r,s,f,r,-,-,R,F,F,S,1,"","","","","","","","",1,""
Angiospermae,Gentianaceae,Gentianopsis,"","",Gentianopsis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7604,"",""
Angiospermae,Gentianaceae,Gentianopsis,detonsa,"",Gentianopsis detonsa ,-,-,-,-,r,-,r,-,-,r,r,f,s,-,r,r,-,-,-,-,-,-,-,R,S,F,F,1,"","","","","","","","",4,""
Angiospermae,Gentianaceae,Gentianopsis,nesophila,"",Gentianopsis nesophila ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianopsis,barbata,barbata,Gentianopsis barbata barbata,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,s,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Gentianopsis,barbata,raupii,Gentianopsis barbata raupii,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Lomatogonium,"","",Lomatogonium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7605,"",""
Angiospermae,Gentianaceae,Lomatogonium,rotatum,rotatum,Lomatogonium rotatum rotatum,-,-,X,r,s,r,s,s,-,s,-,s,r,-,s,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","",3,""
Angiospermae,Gentianaceae,Lomatogonium,rotatum,tenuifolium,Lomatogonium rotatum tenuifolium,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Lomatogonium,carinthiacum,"",Lomatogonium carinthiacum ,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Gentianaceae,Swertia,"","",Swertia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7606,"",""
Angiospermae,Gentianaceae,Swertia,obtusa,"",Swertia obtusa ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Lamiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25
Angiospermae,Lamiaceae,Ajuga,"","",Ajuga  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7701,"",""
Angiospermae,Lamiaceae,Ajuga,pyramidalis,"",Ajuga pyramidalis ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Lamiaceae,Scutellaria,"","",Scutellaria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7702,"",""
Angiospermae,Lamiaceae,Scutellaria,galericulata,pubescens,Scutellaria galericulata pubescens,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Lamiaceae,Glechoma,"","",Glechoma  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7703,"",""
Angiospermae,Lamiaceae,Glechoma,hederacea,"",Glechoma hederacea ,-,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,*,-,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","",1,""
Angiospermae,Lamiaceae,Dracocephalum,"","",Dracocephalum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7704,"",""
Angiospermae,Lamiaceae,Dracocephalum,palmatum,"",Dracocephalum palmatum ,f,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,R,F,F,1,"","","","","","","","",2,""
Angiospermae,Lamiaceae,Dracocephalum,parviflorum,"",Dracocephalum parviflorum ,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","","",""
Angiospermae,Lamiaceae,Prunella,"","",Prunella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7705,"",""
Angiospermae,Lamiaceae,Prunella,vulgaris,vulgaris,Prunella vulgaris vulgaris,-,-,-,-,-,-,-,-,-,-,-,r,*,-,*,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","",1,"","","","",2,""
Angiospermae,Lamiaceae,Prunella,vulgaris,lanceolata,Prunella vulgaris lanceolata,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","","",""
Angiospermae,Lamiaceae,Galeopsis,"","",Galeopsis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7706,"",""
Angiospermae,Lamiaceae,Galeopsis,bifida,"",Galeopsis bifida ,-,-,-,-,-,-,-,*,-,-,-,-,-,-,*,*,-,**,-,-,-,-,-,-,-,*,F,1,"","","","",1,"","","",2,""
Angiospermae,Lamiaceae,Galeopsis,tetrahit,"",Galeopsis tetrahit ,-,-,-,-,-,-,-,-,-,-,-,*,s,-,*,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","",1,"","","","","",""
Angiospermae,Lamiaceae,Lamium,"","",Lamium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7707,"",""
Angiospermae,Lamiaceae,Lamium,album ,album,Lamium album  album,-,-,-,-,-,-,-,-,-,-,-,*,-,-,r,r,r,r,-,-,-,-,-,-,-,R,F,1,"","","",1,"","","","",2,""
Angiospermae,Lamiaceae,Lamium,purpureum,"",Lamium purpureum ,-,-,-,-,-,-,-,-,-,*,-,*,-,-,**,-,-,-,-,-,-,-,-,-,-,*,*,1,"","","","",1,"","","","",""
Angiospermae,Lamiaceae,Stachys,"","",Stachys  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7708,"",""
Angiospermae,Lamiaceae,Stachys,palustris,pilosa,Stachys palustris pilosa,-,-,-,-,-,-,b,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","",1,""
Angiospermae,Lamiaceae,Lycopus,"","",Lycopus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7709,"",""
Angiospermae,Lamiaceae,Lycopus,uniflorus,"",Lycopus uniflorus ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Lamiaceae,Mentha,"","",Mentha  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7710,"",""
Angiospermae,Lamiaceae,Mentha,aquatica,"",Mentha aquatica ,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,b,R,1,"",1,"","","","","","",3,""
Angiospermae,Lamiaceae,Mentha,arvensis,"",Mentha arvensis ,-,-,-,r,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","",1,"","","","","",""
Angiospermae,Lamiaceae,Mentha,canadensis,"",Mentha canadensis ,-,-,-,-,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,"","",Thymus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7711,"",""
Angiospermae,Lamiaceae,Thymus,praecox,arcticus,Thymus praecox arcticus,-,-,-,-,-,-,-,-,-,s,r,f,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",9,""
Angiospermae,Lamiaceae,Thymus,serpyllum,tanaensis,Thymus serpyllum tanaensis,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,pauciflorus,"",Thymus pauciflorus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,reverdattoanus,"",Thymus reverdattoanus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,r,?,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,extremus,"",Thymus extremus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,s,r,f,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,oxyodontus,"",Thymus oxyodontus ,f,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,r,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,karavaevi,"",Thymus karavaevi ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,b,R,1,"",1,"","","","","","","",""
Angiospermae,Lamiaceae,Thymus,mongolicus,"",Thymus mongolicus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Lamiaceae,Thymus,sibiricus,"",Thymus sibiricus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Phrymaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Phrymaceae,Mimulus,"","",Mimulus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7801,"",""
Angiospermae,Phrymaceae,Mimulus,guttatus,"",Mimulus guttatus ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Scrophulariaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Scrophulariaceae,Limosella,"","",Limosella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7901,"",""
Angiospermae,Scrophulariaceae,Limosella,aquatica,"",Limosella aquatica ,-,-,-,-,r,-,b,r,-,s,r,s,r,-,s,-,-,r,-,-,r,-,-,-,R,R,S,1,"","","","","","","","",1,""
Angiospermae,Plantaginaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38
Angiospermae,Plantaginaceae,Linaria,"","",Linaria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8001,"",""
Angiospermae,Plantaginaceae,Linaria,vulgaris,vulgaris,Linaria vulgaris vulgaris,-,-,-,-,-,-,-,*,-,*,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","",2,""
Angiospermae,Plantaginaceae,Linaria,vulgaris,acutiloba,Linaria vulgaris acutiloba,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,-,r,?,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Lagotis,"","",Lagotis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8002,"",""
Angiospermae,Plantaginaceae,Lagotis,glauca,glauca,Lagotis glauca glauca,-,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",3,""
Angiospermae,Plantaginaceae,Lagotis,glauca,stelleri,Lagotis glauca stelleri,s,s,s,f,f,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,?,S,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Lagotis,glauca,minor,Lagotis glauca minor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,s,s,f,s,f,?,-,S,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,"","",Veronica  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8003,"",""
Angiospermae,Plantaginaceae,Veronica,longifolia,"",Veronica longifolia ,-,-,-,-,-,-,-,-,-,-,-,-,s,-,f,s,s,s,r,r,-,-,-,-,F,F,F,1,"","","","","","","","",14,""
Angiospermae,Plantaginaceae,Veronica,incana ,incana,Veronica incana  incana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,spicata ,spicata,Veronica spicata  spicata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,alpina,alpina,Veronica alpina alpina,-,-,-,-,-,-,-,r,-,f,f,f,f,-,f,s,-,-,-,-,-,-,-,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,alpina,pumila,Veronica alpina pumila,-,-,-,-,-,-,-,-,-,r,-,?,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,nutans,"",Veronica nutans ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,wormskjoldii,"",Veronica wormskjoldii ,-,-,-,-,-,-,r,s,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,fruticans ,fruticans,Veronica fruticans  fruticans,-,-,-,-,-,-,-,-,-,s,s,f,r,-,-,-,-,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,serpyllifolia,serpyllifolia,Veronica serpyllifolia serpyllifolia,-,-,-,-,-,-,-,-,-,*,-,f,s,-,r,r,-,-,-,-,-,-,-,-,-,S,F,1,"","","",1,"","","","","",""
Angiospermae,Plantaginaceae,Veronica,serpyllifolia,humifusa,Veronica serpyllifolia humifusa,-,-,-,-,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,chamaedrys,"",Veronica chamaedrys ,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,*,S,1,"","",1,"","","","","","",""
Angiospermae,Plantaginaceae,Veronica,officinalis,"",Veronica officinalis ,-,-,-,-,-,-,-,-,-,-,-,s,-,-,**,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","",1,"","",""
Angiospermae,Plantaginaceae,Veronica,scutellata,"",Veronica scutellata ,-,-,-,-,-,-,-,r,-,-,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Veronica,alaskensis,"",Veronica alaskensis ,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,R,1,"",1,"","","","","","","",""
Angiospermae,Plantaginaceae,Plantago,"","",Plantago  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8004,"",""
Angiospermae,Plantaginaceae,Plantago,major ,major,Plantago major  major,*,-,-,*,*,*,*,*,-,**,-,*,*,**,*,-,**,-,-,-,-,-,-,**,*,*,S,1,"","","","",1,"","","",9,""
Angiospermae,Plantaginaceae,Plantago,depressa,"",Plantago depressa ,*,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,*,*,S,1,"","",1,"","","","","","",""
Angiospermae,Plantaginaceae,Plantago,media,"",Plantago media ,-,-,-,*,-,-,-,-,-,-,-,-,b,-,*,*,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"",1,"","","","","",""
Angiospermae,Plantaginaceae,Plantago,lanceolata,"",Plantago lanceolata ,-,-,-,**,-,-,-,-,-,**,-,b,-,-,-,**,-,**,-,-,-,-,-,-,-,b,S,1,"",1,"","","","",1,"","",""
Angiospermae,Plantaginaceae,Plantago,canescens,canescens,Plantago canescens canescens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,-,*,F,1,"","",1,"","","","","","",""
Angiospermae,Plantaginaceae,Plantago,canescens,jurtzevii,Plantago canescens jurtzevii,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Plantaginaceae,Plantago,canescens,richardsonii,Plantago canescens richardsonii,-,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Plantago,eriopoda,"",Plantago eriopoda ,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Plantago,maritima,borealis,Plantago maritima borealis,-,-,-,-,b,-,r,f,-,f,r,f,f,-,f,r,-,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Littorella,"","",Littorella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8005,"",""
Angiospermae,Plantaginaceae,Littorella,uniflora,"",Littorella uniflora ,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Plantaginaceae,Hippuris,"","",Hippuris  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8006,"",""
Angiospermae,Plantaginaceae,Hippuris,vulgaris,"",Hippuris vulgaris ,s,r,X,f,f,f,f,f,r,f,s,f,f,r,s,f,s,s,?,s,s,-,R,F,F,F,F,1,"","","","","","","","",3,""
Angiospermae,Plantaginaceae,Hippuris,lanceolata,"",Hippuris lanceolata ,X,X,X,X,r,-,r,r,-,-,-,-,r,-,X,X,X,X,-,X,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Hippuris,tetraphylla,"",Hippuris tetraphylla ,X,-,X,r,f,s,r,s,-,-,-,r,r,-,s,s,r,r,-,X,-,-,-,?,F,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Callitriche,"","",Callitriche  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8007,"",""
Angiospermae,Plantaginaceae,Callitriche,hermaphroditica,"",Callitriche hermaphroditica ,r,-,r,r,s,s,r,r,-,r,-,r,r,-,r,r,-,r,-,-,?,-,-,-,R,S,F,1,"","","","","","","","",6,""
Angiospermae,Plantaginaceae,Callitriche,cophocarpa,"",Callitriche cophocarpa ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Callitriche,palustris,"",Callitriche palustris ,s,-,r,s,s,r,r,r,-,s,r,s,s,-,s,s,r,-,-,-,?,-,-,R,S,F,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Callitriche,anceps,"",Callitriche anceps ,-,-,-,-,r,-,-,r,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Callitriche,hamulata,"",Callitriche hamulata ,-,-,-,-,-,-,-,-,-,s,r,f,r,-,-,-,-,-,-,-,-,-,-,-,R,R,F,1,"","","","","","","","","",""
Angiospermae,Plantaginaceae,Callitriche,stagnalis,"",Callitriche stagnalis ,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Orobanchaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60
Angiospermae,Orobanchaceae,Boschniakia,"","",Boschniakia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8101,"",""
Angiospermae,Orobanchaceae,Boschniakia,Boschniakia rossica,"",Boschniakia Boschniakia rossica ,r,-,s,r,s,s,r,-,-,-,-,-,-,-,-,r,r,s,r,s,r,-,-,-,R,S,F,1,"","","","","","","","",1,""
Angiospermae,Orobanchaceae,Castilleja,"","",Castilleja  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8102,"",""
Angiospermae,Orobanchaceae,Castilleja,hyparctica,"",Castilleja hyparctica ,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,-,s,-,-,-,-,-,R,S,1,"","","","","","","","",14,""
Angiospermae,Orobanchaceae,Castilleja,septentrionalis,"",Castilleja septentrionalis ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,S,1,"","","","","","","","","",""
Angiospermae,Orobanchaceae,Castilleja,lapponica,"",Castilleja lapponica ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,r,-,-,-,-,-,-,-,-,R,R,-,1,1,"","","","","","","","",""
